id,Country ,Date,Brand,Total_increase
2469,Taiwan,2021-10-31,BNT,210009
2468,Taiwan,2021-10-31,°ªºÝ,1823
2467,Taiwan,2021-10-31,Moderna,53263
2466,Taiwan,2021-10-31,Oxford/AstraZeneca,61618
2465,Taiwan,2021-10-31,ALL,326713
2464,Taiwan,2021-11-01,BNT,18368
2463,Taiwan,2021-11-01,°ªºÝ,2093
2462,Taiwan,2021-11-01,Moderna,98683
2461,Taiwan,2021-11-01,Oxford/AstraZeneca,132105
2460,Taiwan,2021-11-01,ALL,251249
2459,Taiwan,2021-11-02,BNT,24279
2458,Taiwan,2021-11-02,°ªºÝ,2484
2457,Taiwan,2021-11-02,Moderna,69175
2456,Taiwan,2021-11-02,Oxford/AstraZeneca,172183
2455,Taiwan,2021-11-02,ALL,268121
2454,Taiwan,2021-11-03,BNT,44152
2453,Taiwan,2021-11-03,°ªºÝ,2040
2452,Taiwan,2021-11-03,Moderna,54899
2451,Taiwan,2021-11-03,Oxford/AstraZeneca,158696
2450,Taiwan,2021-11-03,ALL,259787
2449,Taiwan,2021-11-04,BNT,5479
2448,Taiwan,2021-11-04,°ªºÝ,2759
2447,Taiwan,2021-11-04,Moderna,31046
2446,Taiwan,2021-11-04,Oxford/AstraZeneca,2387
2445,Taiwan,2021-11-04,ALL,41671
2444,Taiwan,2021-11-05,BNT,115338
2443,Taiwan,2021-11-05,°ªºÝ,2770
2442,Taiwan,2021-11-05,Moderna,28894
2441,Taiwan,2021-11-05,Oxford/AstraZeneca,74324
2440,Taiwan,2021-11-05,ALL,221326
2439,Taiwan,2021-11-07,BNT,78984
2438,Taiwan,2021-11-07,°ªºÝ,1251
2437,Taiwan,2021-11-07,Moderna,16662
2436,Taiwan,2021-11-07,Oxford/AstraZeneca,80437
2435,Taiwan,2021-11-07,ALL,177334
2434,Taiwan,2021-11-08,BNT,114784
2433,Taiwan,2021-11-08,°ªºÝ,2097
2432,Taiwan,2021-11-08,Moderna,6261
2431,Taiwan,2021-11-08,Oxford/AstraZeneca,119579
2430,Taiwan,2021-11-08,ALL,242721
2429,Taiwan,2021-11-09,BNT,99057
2428,Taiwan,2021-11-09,°ªºÝ,1748
2427,Taiwan,2021-11-09,Moderna,17400
2426,Taiwan,2021-11-09,Oxford/AstraZeneca,91627
2425,Taiwan,2021-11-09,ALL,209832
2424,Taiwan,2021-11-10,BNT,108305
2423,Taiwan,2021-11-10,°ªºÝ,2136
2422,Taiwan,2021-11-10,Moderna,8200
2421,Taiwan,2021-11-10,Oxford/AstraZeneca,91191
2420,Taiwan,2021-11-10,ALL,209832
2419,Taiwan,2021-11-11,BNT,92645
2418,Taiwan,2021-11-11,°ªºÝ,1979
2417,Taiwan,2021-11-11,Moderna,12619
2416,Taiwan,2021-11-11,Oxford/AstraZeneca,78368
2415,Taiwan,2021-11-11,ALL,185611
2414,Taiwan,2021-11-12,BNT,134173
2413,Taiwan,2021-11-12,°ªºÝ,2377
2412,Taiwan,2021-11-12,Moderna,15278
2411,Taiwan,2021-11-12,Oxford/AstraZeneca,100179
2410,Taiwan,2021-11-12,ALL,252007
2409,Taiwan,2021-11-14,BNT,33416
2408,Taiwan,2021-11-14,°ªºÝ,1289
2407,Taiwan,2021-11-14,Moderna,107333
2406,Taiwan,2021-11-14,Oxford/AstraZeneca,51600
2405,Taiwan,2021-11-14,ALL,193638
2404,Taiwan,2021-11-15,BNT,51394
2403,Taiwan,2021-11-15,°ªºÝ,1531
2402,Taiwan,2021-11-15,Moderna,95152
2401,Taiwan,2021-11-15,Oxford/AstraZeneca,66975
2400,Taiwan,2021-11-15,ALL,215052
2399,Taiwan,2021-11-16,BNT,57076
2398,Taiwan,2021-11-16,°ªºÝ,1570
2397,Taiwan,2021-11-16,Moderna,78206
2396,Taiwan,2021-11-16,Oxford/AstraZeneca,79812
2395,Taiwan,2021-11-16,ALL,216664
2394,Taiwan,2021-11-17,BNT,66211
2393,Taiwan,2021-11-17,°ªºÝ,1490
2392,Taiwan,2021-11-17,Moderna,51462
2391,Taiwan,2021-11-17,Oxford/AstraZeneca,104742
2390,Taiwan,2021-11-17,ALL,223905
2389,Taiwan,2021-11-18,BNT,67033
2388,Taiwan,2021-11-18,°ªºÝ,1280
2387,Taiwan,2021-11-18,Moderna,22807
2386,Taiwan,2021-11-18,Oxford/AstraZeneca,174350
2385,Taiwan,2021-11-18,ALL,265470
2384,Taiwan,2021-11-19,BNT,90606
2383,Taiwan,2021-11-19,°ªºÝ,1450
2382,Taiwan,2021-11-19,Moderna,56409
2381,Taiwan,2021-11-19,Oxford/AstraZeneca,145588
2380,Taiwan,2021-11-19,ALL,294053
2379,Taiwan,2021-11-21,BNT,44723
2378,Taiwan,2021-11-21,°ªºÝ,851
2377,Taiwan,2021-11-21,Moderna,66586
2376,Taiwan,2021-11-21,Oxford/AstraZeneca,114943
2375,Taiwan,2021-11-21,ALL,227103
2374,Taiwan,2021-11-22,BNT,57212
2373,Taiwan,2021-11-22,°ªºÝ,1516
2372,Taiwan,2021-11-22,Moderna,55831
2371,Taiwan,2021-11-22,Oxford/AstraZeneca,147081
2370,Taiwan,2021-11-22,ALL,261640
2369,Taiwan,2021-11-23,BNT,63571
2368,Taiwan,2021-11-23,°ªºÝ,1311
2367,Taiwan,2021-11-23,Moderna,57810
2366,Taiwan,2021-11-23,Oxford/AstraZeneca,84214
2365,Taiwan,2021-11-23,ALL,206906
2364,Taiwan,2021-11-24,BNT,63129
2363,Taiwan,2021-11-24,°ªºÝ,1131
2362,Taiwan,2021-11-24,Moderna,59908
2361,Taiwan,2021-11-24,Oxford/AstraZeneca,39700
2360,Taiwan,2021-11-24,ALL,163868
2359,Taiwan,2021-11-25,BNT,266062
2358,Taiwan,2021-11-25,°ªºÝ,1533
2357,Taiwan,2021-11-25,Moderna,17720
2356,Taiwan,2021-11-25,Oxford/AstraZeneca,33700
2355,Taiwan,2021-11-25,ALL,319015
2354,Taiwan,2021-11-26,BNT,295383
2353,Taiwan,2021-11-26,°ªºÝ,1563
2352,Taiwan,2021-11-26,Moderna,20785
2351,Taiwan,2021-11-26,Oxford/AstraZeneca,29145
2350,Taiwan,2021-11-26,ALL,346876
2349,Taiwan,2021-11-28,BNT,214563
2348,Taiwan,2021-11-28,°ªºÝ,1226
2347,Taiwan,2021-11-28,Moderna,13524
2346,Taiwan,2021-11-28,Oxford/AstraZeneca,33788
2345,Taiwan,2021-11-28,ALL,263101
2344,Taiwan,2021-11-29,BNT,158716
2343,Taiwan,2021-11-29,°ªºÝ,1452
2342,Taiwan,2021-11-29,Moderna,15049
2341,Taiwan,2021-11-29,Oxford/AstraZeneca,79604
2340,Taiwan,2021-11-29,ALL,254821
2339,Taiwan,2021-11-30,BNT,205402
2338,Taiwan,2021-11-30,°ªºÝ,1642
2337,Taiwan,2021-11-30,Moderna,28136
2336,Taiwan,2021-11-30,Oxford/AstraZeneca,32810
2335,Taiwan,2021-11-30,ALL,267990
2334,Taiwan,2021-12-01,BNT,140841
2333,Taiwan,2021-12-01,°ªºÝ,1602
2332,Taiwan,2021-12-01,Moderna,22507
2331,Taiwan,2021-12-01,Oxford/AstraZeneca,42736
2330,Taiwan,2021-12-01,ALL,207686
2329,Taiwan,2021-12-02,BNT,129352
2328,Taiwan,2021-12-02,°ªºÝ,1386
2327,Taiwan,2021-12-02,Moderna,13223
2326,Taiwan,2021-12-02,Oxford/AstraZeneca,21227
2325,Taiwan,2021-12-02,ALL,165188
2324,Taiwan,2021-12-03,BNT,211452
2323,Taiwan,2021-12-03,°ªºÝ,1913
2322,Taiwan,2021-12-03,Moderna,15398
2321,Taiwan,2021-12-03,Oxford/AstraZeneca,22135
2320,Taiwan,2021-12-03,ALL,250898
2319,Taiwan,2021-12-05,BNT,144886
2318,Taiwan,2021-12-05,°ªºÝ,1081
2317,Taiwan,2021-12-05,Moderna,18288
2316,Taiwan,2021-12-05,Oxford/AstraZeneca,13325
2315,Taiwan,2021-12-05,ALL,177580
2314,Taiwan,2021-12-06,BNT,149105
2313,Taiwan,2021-12-06,°ªºÝ,1777
2312,Taiwan,2021-12-06,Moderna,18015
2311,Taiwan,2021-12-06,Oxford/AstraZeneca,16720
2310,Taiwan,2021-12-06,ALL,185617
2309,Taiwan,2021-12-07,BNT,159572
2308,Taiwan,2021-12-07,°ªºÝ,2085
2307,Taiwan,2021-12-07,Moderna,21680
2306,Taiwan,2021-12-07,Oxford/AstraZeneca,10082
2305,Taiwan,2021-12-07,ALL,193419
2304,Taiwan,2021-12-08,BNT,135945
2303,Taiwan,2021-12-08,°ªºÝ,2150
2302,Taiwan,2021-12-08,Moderna,14317
2301,Taiwan,2021-12-08,Oxford/AstraZeneca,13392
2300,Taiwan,2021-12-08,ALL,165804
2299,Taiwan,2021-12-09,BNT,90841
2298,Taiwan,2021-12-09,°ªºÝ,2627
2297,Taiwan,2021-12-09,Moderna,16630
2296,Taiwan,2021-12-09,Oxford/AstraZeneca,10625
2295,Taiwan,2021-12-09,ALL,120723
2294,Taiwan,2021-12-10,BNT,131361
2293,Taiwan,2021-12-10,°ªºÝ,2457
2292,Taiwan,2021-12-10,Moderna,17338
2291,Taiwan,2021-12-10,Oxford/AstraZeneca,19629
2290,Taiwan,2021-12-10,ALL,170785
2289,Taiwan,2021-12-12,BNT,81126
2288,Taiwan,2021-12-12,°ªºÝ,1483
2287,Taiwan,2021-12-12,Moderna,15715
2286,Taiwan,2021-12-12,Oxford/AstraZeneca,16162
2285,Taiwan,2021-12-12,ALL,114486
2284,Taiwan,2021-12-13,BNT,72451
2283,Taiwan,2021-12-13,°ªºÝ,2173
2282,Taiwan,2021-12-13,Moderna,8872
2281,Taiwan,2021-12-13,Oxford/AstraZeneca,10349
2280,Taiwan,2021-12-13,ALL,93845
2279,Taiwan,2021-12-14,BNT,47736
2278,Taiwan,2021-12-14,°ªºÝ,2784
2277,Taiwan,2021-12-14,Moderna,11449
2276,Taiwan,2021-12-14,Oxford/AstraZeneca,8312
2275,Taiwan,2021-12-14,ALL,70281
2274,Taiwan,2021-12-15,BNT,48305
2273,Taiwan,2021-12-15,°ªºÝ,1864
2272,Taiwan,2021-12-15,Moderna,13096
2271,Taiwan,2021-12-15,Oxford/AstraZeneca,6096
2270,Taiwan,2021-12-15,ALL,69361
2269,Taiwan,2021-12-16,BNT,43677
2268,Taiwan,2021-12-16,°ªºÝ,1595
2267,Taiwan,2021-12-16,Moderna,16072
2266,Taiwan,2021-12-16,Oxford/AstraZeneca,1704
2265,Taiwan,2021-12-16,ALL,63048
2264,Taiwan,2021-12-17,BNT,73962
2263,Taiwan,2021-12-17,°ªºÝ,1838
2262,Taiwan,2021-12-17,Moderna,21519
2261,Taiwan,2021-12-17,Oxford/AstraZeneca,2263
2260,Taiwan,2021-12-17,ALL,99582
2259,Taiwan,2021-12-19,BNT,43818
2258,Taiwan,2021-12-19,°ªºÝ,931
2257,Taiwan,2021-12-19,Moderna,10085
2256,Taiwan,2021-12-19,Oxford/AstraZeneca,1039
2255,Taiwan,2021-12-19,ALL,55873
2254,Taiwan,2021-12-20,BNT,39867
2253,Taiwan,2021-12-20,°ªºÝ,1383
2252,Taiwan,2021-12-20,Moderna,11696
2251,Taiwan,2021-12-20,Oxford/AstraZeneca,1255
2250,Taiwan,2021-12-20,ALL,54201
2249,Taiwan,2021-12-21,BNT,44335
2248,Taiwan,2021-12-21,°ªºÝ,1167
2247,Taiwan,2021-12-21,Moderna,9760
2246,Taiwan,2021-12-21,Oxford/AstraZeneca,1214
2245,Taiwan,2021-12-21,ALL,56476
2244,Taiwan,2021-12-22,BNT,50043
2243,Taiwan,2021-12-22,°ªºÝ,880
2242,Taiwan,2021-12-22,Moderna,9359
2241,Taiwan,2021-12-22,Oxford/AstraZeneca,1229
2240,Taiwan,2021-12-22,ALL,61511
2239,Taiwan,2021-12-23,BNT,32902
2238,Taiwan,2021-12-23,°ªºÝ,895
2237,Taiwan,2021-12-23,Moderna,11747
2236,Taiwan,2021-12-23,Oxford/AstraZeneca,1105
2235,Taiwan,2021-12-23,ALL,46649
2234,Taiwan,2021-12-24,BNT,95116
2233,Taiwan,2021-12-24,°ªºÝ,1434
2232,Taiwan,2021-12-24,Moderna,17847
2231,Taiwan,2021-12-24,Oxford/AstraZeneca,1561
2230,Taiwan,2021-12-24,ALL,115958
2229,Taiwan,2021-12-26,BNT,13169
2228,Taiwan,2021-12-26,°ªºÝ,888
2227,Taiwan,2021-12-26,Moderna,9008
2226,Taiwan,2021-12-26,Oxford/AstraZeneca,1240
2225,Taiwan,2021-12-26,ALL,24305
2224,Taiwan,2021-12-27,BNT,40826
2223,Taiwan,2021-12-27,°ªºÝ,1000
2222,Taiwan,2021-12-27,Moderna,9840
2221,Taiwan,2021-12-27,Oxford/AstraZeneca,1892
2220,Taiwan,2021-12-27,ALL,53558
2219,Taiwan,2021-12-28,BNT,59003
2218,Taiwan,2021-12-28,°ªºÝ,1247
2217,Taiwan,2021-12-28,Moderna,15393
2216,Taiwan,2021-12-28,Oxford/AstraZeneca,1990
2215,Taiwan,2021-12-28,ALL,77633
2214,Taiwan,2021-12-29,BNT,91974
2213,Taiwan,2021-12-29,°ªºÝ,1346
2212,Taiwan,2021-12-29,Moderna,18574
2211,Taiwan,2021-12-29,Oxford/AstraZeneca,1803
2210,Taiwan,2021-12-29,ALL,113697
2209,Taiwan,2021-12-30,BNT,174268
2208,Taiwan,2021-12-30,°ªºÝ,1394
2207,Taiwan,2021-12-30,Moderna,25105
2206,Taiwan,2021-12-30,Oxford/AstraZeneca,2074
2205,Taiwan,2021-12-30,ALL,202841
2204,Taiwan,2021-12-31,BNT,29888
2203,Taiwan,2021-12-31,°ªºÝ,639
2202,Taiwan,2021-12-31,Moderna,12090
2201,Taiwan,2021-12-31,Oxford/AstraZeneca,1703
2200,Taiwan,2021-12-31,ALL,44320
2199,Taiwan,2022-01-02,BNT,51975
2198,Taiwan,2022-01-02,°ªºÝ,1046
2197,Taiwan,2022-01-02,Moderna,20367
2196,Taiwan,2022-01-02,Oxford/AstraZeneca,2629
2195,Taiwan,2022-01-02,ALL,76017
2194,Taiwan,2022-01-03,BNT,27370
2193,Taiwan,2022-01-03,°ªºÝ,922
2192,Taiwan,2022-01-03,Moderna,9348
2191,Taiwan,2022-01-03,Oxford/AstraZeneca,1845
2190,Taiwan,2022-01-03,ALL,39485
2189,Taiwan,2022-01-04,BNT,38305
2188,Taiwan,2022-01-04,°ªºÝ,1237
2187,Taiwan,2022-01-04,Moderna,15733
2186,Taiwan,2022-01-04,Oxford/AstraZeneca,2600
2185,Taiwan,2022-01-04,ALL,57875
2184,Taiwan,2022-01-05,BNT,45687
2183,Taiwan,2022-01-05,°ªºÝ,1418
2182,Taiwan,2022-01-05,Moderna,17803
2181,Taiwan,2022-01-05,Oxford/AstraZeneca,2695
2180,Taiwan,2022-01-05,ALL,67603
2179,Taiwan,2022-01-06,BNT,68238
2178,Taiwan,2022-01-06,°ªºÝ,1651
2177,Taiwan,2022-01-06,Moderna,30467
2176,Taiwan,2022-01-06,Oxford/AstraZeneca,3441
2175,Taiwan,2022-01-06,ALL,103797
2174,Taiwan,2022-01-07,BNT,140626
2173,Taiwan,2022-01-07,°ªºÝ,2542
2172,Taiwan,2022-01-07,Moderna,58494
2171,Taiwan,2022-01-07,Oxford/AstraZeneca,3924
2170,Taiwan,2022-01-07,ALL,205586
2169,Taiwan,2022-01-12,BNT,66993
2168,Taiwan,2022-01-12,°ªºÝ,9406
2167,Taiwan,2022-01-12,Moderna,169106
2166,Taiwan,2022-01-12,Oxford/AstraZeneca,5343
2165,Taiwan,2022-01-12,ALL,250848
2164,Taiwan,2022-01-13,BNT,64453
2163,Taiwan,2022-01-13,°ªºÝ,8974
2162,Taiwan,2022-01-13,Moderna,225964
2161,Taiwan,2022-01-13,Oxford/AstraZeneca,6033
2160,Taiwan,2022-01-13,ALL,305424
2159,Taiwan,2022-01-14,BNT,97644
2158,Taiwan,2022-01-14,°ªºÝ,8081
2157,Taiwan,2022-01-14,Moderna,259009
2156,Taiwan,2022-01-14,Oxford/AstraZeneca,4317
2155,Taiwan,2022-01-14,ALL,369051
2154,Taiwan,2022-01-16,BNT,60788
2153,Taiwan,2022-01-16,°ªºÝ,8121
2152,Taiwan,2022-01-16,Moderna,217097
2151,Taiwan,2022-01-16,Oxford/AstraZeneca,3524
2150,Taiwan,2022-01-16,ALL,289530
2149,Taiwan,2022-01-17,BNT,91635
2148,Taiwan,2022-01-17,°ªºÝ,10427
2147,Taiwan,2022-01-17,Moderna,255677
2146,Taiwan,2022-01-17,Oxford/AstraZeneca,5385
2145,Taiwan,2022-01-17,ALL,363124
2144,Taiwan,2022-01-18,BNT,74448
2143,Taiwan,2022-01-18,°ªºÝ,11206
2142,Taiwan,2022-01-18,Moderna,295013
2141,Taiwan,2022-01-18,Oxford/AstraZeneca,4247
2140,Taiwan,2022-01-18,ALL,384914
2139,Taiwan,2022-01-19,BNT,67258
2138,Taiwan,2022-01-19,°ªºÝ,15836
2137,Taiwan,2022-01-19,Moderna,328644
2136,Taiwan,2022-01-19,Oxford/AstraZeneca,4630
2135,Taiwan,2022-01-19,ALL,416368
2134,Taiwan,2022-01-20,BNT,101904
2133,Taiwan,2022-01-20,°ªºÝ,13325
2132,Taiwan,2022-01-20,Moderna,287780
2131,Taiwan,2022-01-20,Oxford/AstraZeneca,5352
2130,Taiwan,2022-01-20,ALL,408361
2129,Taiwan,2022-01-21,BNT,74560
2128,Taiwan,2022-01-21,°ªºÝ,10568
2127,Taiwan,2022-01-21,Moderna,346869
2126,Taiwan,2022-01-21,Oxford/AstraZeneca,3499
2125,Taiwan,2022-01-21,ALL,435496
2124,Taiwan,2022-01-23,BNT,74336
2123,Taiwan,2022-01-23,°ªºÝ,14159
2122,Taiwan,2022-01-23,Moderna,250206
2121,Taiwan,2022-01-23,Oxford/AstraZeneca,3824
2120,Taiwan,2022-01-23,ALL,342525
2119,Taiwan,2022-01-24,BNT,169363
2118,Taiwan,2022-01-24,°ªºÝ,20428
2117,Taiwan,2022-01-24,Moderna,132376
2116,Taiwan,2022-01-24,Oxford/AstraZeneca,6190
2115,Taiwan,2022-01-24,ALL,328357
2114,Taiwan,2022-01-25,BNT,171256
2113,Taiwan,2022-01-25,°ªºÝ,20526
2112,Taiwan,2022-01-25,Moderna,125006
2111,Taiwan,2022-01-25,Oxford/AstraZeneca,6857
2110,Taiwan,2022-01-25,ALL,323645
2109,Taiwan,2022-01-26,BNT,169209
2108,Taiwan,2022-01-26,°ªºÝ,30445
2107,Taiwan,2022-01-26,Moderna,116835
2106,Taiwan,2022-01-26,Oxford/AstraZeneca,5418
2105,Taiwan,2022-01-26,ALL,321907
2104,Taiwan,2022-01-27,BNT,119359
2103,Taiwan,2022-01-27,°ªºÝ,22733
2102,Taiwan,2022-01-27,Moderna,151482
2101,Taiwan,2022-01-27,Oxford/AstraZeneca,4474
2100,Taiwan,2022-01-27,ALL,298048
2099,Taiwan,2022-01-28,BNT,124647
2098,Taiwan,2022-01-28,°ªºÝ,17702
2097,Taiwan,2022-01-28,Moderna,137891
2096,Taiwan,2022-01-28,Oxford/AstraZeneca,3257
2095,Taiwan,2022-01-28,ALL,283497
2094,Taiwan,2022-02-06,BNT,153511
2093,Taiwan,2022-02-06,°ªºÝ,23608
2092,Taiwan,2022-02-06,Moderna,138250
2091,Taiwan,2022-02-06,Oxford/AstraZeneca,4359
2090,Taiwan,2022-02-06,ALL,319728
2089,Taiwan,2022-02-07,BNT,115733
2088,Taiwan,2022-02-07,°ªºÝ,27298
2087,Taiwan,2022-02-07,Moderna,28959
2086,Taiwan,2022-02-07,Oxford/AstraZeneca,3484
2085,Taiwan,2022-02-07,ALL,175474
2084,Taiwan,2022-02-08,BNT,143748
2083,Taiwan,2022-02-08,°ªºÝ,18949
2082,Taiwan,2022-02-08,Moderna,38856
2081,Taiwan,2022-02-08,Oxford/AstraZeneca,3014
2080,Taiwan,2022-02-08,ALL,204567
2079,Taiwan,2022-02-09,BNT,108953
2078,Taiwan,2022-02-09,°ªºÝ,22070
2077,Taiwan,2022-02-09,Moderna,111687
2076,Taiwan,2022-02-09,Oxford/AstraZeneca,3084
2075,Taiwan,2022-02-09,ALL,245794
2074,Taiwan,2022-02-10,BNT,85132
2073,Taiwan,2022-02-10,°ªºÝ,16679
2072,Taiwan,2022-02-10,Moderna,197892
2071,Taiwan,2022-02-10,Oxford/AstraZeneca,3009
2070,Taiwan,2022-02-10,ALL,302712
2069,Taiwan,2022-02-11,BNT,66543
2068,Taiwan,2022-02-11,°ªºÝ,13426
2067,Taiwan,2022-02-11,Moderna,273235
2066,Taiwan,2022-02-11,Oxford/AstraZeneca,2764
2065,Taiwan,2022-02-11,ALL,355968
2064,Taiwan,2022-02-13,BNT,47232
2063,Taiwan,2022-02-13,°ªºÝ,10801
2062,Taiwan,2022-02-13,Moderna,176013
2061,Taiwan,2022-02-13,Oxford/AstraZeneca,2553
2060,Taiwan,2022-02-13,ALL,236599
2059,Taiwan,2022-02-14,BNT,90495
2058,Taiwan,2022-02-14,°ªºÝ,23297
2057,Taiwan,2022-02-14,Moderna,136598
2056,Taiwan,2022-02-14,Oxford/AstraZeneca,4959
2055,Taiwan,2022-02-14,ALL,255349
2054,Taiwan,2022-02-15,BNT,98990
2053,Taiwan,2022-02-15,°ªºÝ,15194
2052,Taiwan,2022-02-15,Moderna,140368
2051,Taiwan,2022-02-15,Oxford/AstraZeneca,3807
2050,Taiwan,2022-02-15,ALL,258359
2049,Taiwan,2022-02-16,BNT,94770
2048,Taiwan,2022-02-16,°ªºÝ,16147
2047,Taiwan,2022-02-16,Moderna,197109
2046,Taiwan,2022-02-16,Oxford/AstraZeneca,2927
2045,Taiwan,2022-02-16,ALL,310953
2044,Taiwan,2022-02-17,BNT,77111
2043,Taiwan,2022-02-17,°ªºÝ,11049
2042,Taiwan,2022-02-17,Moderna,199169
2041,Taiwan,2022-02-17,Oxford/AstraZeneca,2932
2040,Taiwan,2022-02-17,ALL,290261
2039,Taiwan,2022-02-18,BNT,110784
2038,Taiwan,2022-02-18,°ªºÝ,9893
2037,Taiwan,2022-02-18,Moderna,191957
2036,Taiwan,2022-02-18,Oxford/AstraZeneca,3271
2035,Taiwan,2022-02-18,ALL,315905
2034,Taiwan,2022-02-20,BNT,80561
2033,Taiwan,2022-02-20,°ªºÝ,7702
2032,Taiwan,2022-02-20,Moderna,139144
2031,Taiwan,2022-02-20,Oxford/AstraZeneca,2192
2030,Taiwan,2022-02-20,ALL,229599
2029,Taiwan,2022-02-21,BNT,94307
2028,Taiwan,2022-02-21,°ªºÝ,9701
2027,Taiwan,2022-02-21,Moderna,47836
2026,Taiwan,2022-02-21,Oxford/AstraZeneca,3146
2025,Taiwan,2022-02-21,ALL,154990
2024,Taiwan,2022-02-22,BNT,106669
2023,Taiwan,2022-02-22,°ªºÝ,9121
2022,Taiwan,2022-02-22,Moderna,47991
2021,Taiwan,2022-02-22,Oxford/AstraZeneca,1991
2020,Taiwan,2022-02-22,ALL,165772
2019,Taiwan,2022-02-23,BNT,77854
2018,Taiwan,2022-02-23,°ªºÝ,12150
2017,Taiwan,2022-02-23,Moderna,59702
2016,Taiwan,2022-02-23,Oxford/AstraZeneca,1976
2015,Taiwan,2022-02-23,ALL,151682
2014,Taiwan,2022-02-24,BNT,62779
2013,Taiwan,2022-02-24,°ªºÝ,7576
2012,Taiwan,2022-02-24,Moderna,105125
2011,Taiwan,2022-02-24,Oxford/AstraZeneca,2529
2010,Taiwan,2022-02-24,ALL,178009
2009,Taiwan,2022-02-25,BNT,66136
2008,Taiwan,2022-02-25,°ªºÝ,7053
2007,Taiwan,2022-02-25,Moderna,227533
2006,Taiwan,2022-02-25,Oxford/AstraZeneca,1765
2005,Taiwan,2022-02-25,ALL,302487
2004,Taiwan,2022-02-28,BNT,84464
2003,Taiwan,2022-02-28,°ªºÝ,11427
2002,Taiwan,2022-02-28,Moderna,236557
2001,Taiwan,2022-02-28,Oxford/AstraZeneca,2085
2000,Taiwan,2022-02-28,ALL,334533
1999,Taiwan,2022-03-01,BNT,66958
1998,Taiwan,2022-03-01,°ªºÝ,5890
1997,Taiwan,2022-03-01,Moderna,80705
1996,Taiwan,2022-03-01,Oxford/AstraZeneca,1388
1995,Taiwan,2022-03-01,ALL,154941
1994,Taiwan,2022-03-02,BNT,34152
1993,Taiwan,2022-03-02,°ªºÝ,7456
1992,Taiwan,2022-03-02,Moderna,91088
1991,Taiwan,2022-03-02,Oxford/AstraZeneca,1287
1990,Taiwan,2022-03-02,ALL,133983
1989,Taiwan,2022-03-03,BNT,32066
1988,Taiwan,2022-03-03,°ªºÝ,5652
1987,Taiwan,2022-03-03,Moderna,86025
1986,Taiwan,2022-03-03,Oxford/AstraZeneca,1814
1985,Taiwan,2022-03-03,ALL,125557
1984,Taiwan,2022-03-04,BNT,40294
1983,Taiwan,2022-03-04,°ªºÝ,4847
1982,Taiwan,2022-03-04,Moderna,122194
1981,Taiwan,2022-03-04,Oxford/AstraZeneca,1262
1980,Taiwan,2022-03-04,ALL,168597
1979,Taiwan,2022-03-06,BNT,55757
1978,Taiwan,2022-03-06,°ªºÝ,4642
1977,Taiwan,2022-03-06,Moderna,79906
1976,Taiwan,2022-03-06,Oxford/AstraZeneca,853
1975,Taiwan,2022-03-06,ALL,141158
1974,Taiwan,2022-03-07,BNT,48599
1973,Taiwan,2022-03-07,°ªºÝ,3934
1972,Taiwan,2022-03-07,Moderna,51976
1971,Taiwan,2022-03-07,Oxford/AstraZeneca,1284
1970,Taiwan,2022-03-07,ALL,105793
1969,Taiwan,2022-03-08,BNT,38108
1968,Taiwan,2022-03-08,°ªºÝ,4024
1967,Taiwan,2022-03-08,Moderna,45764
1966,Taiwan,2022-03-08,Oxford/AstraZeneca,1060
1965,Taiwan,2022-03-08,ALL,88956
1964,Taiwan,2022-03-09,BNT,21095
1963,Taiwan,2022-03-09,°ªºÝ,5273
1962,Taiwan,2022-03-09,Moderna,50761
1961,Taiwan,2022-03-09,Oxford/AstraZeneca,1079
1960,Taiwan,2022-03-09,ALL,78208
1959,Taiwan,2022-03-10,BNT,20427
1958,Taiwan,2022-03-10,°ªºÝ,4362
1957,Taiwan,2022-03-10,Moderna,62538
1956,Taiwan,2022-03-10,Oxford/AstraZeneca,1051
1955,Taiwan,2022-03-10,ALL,88378
1954,Taiwan,2022-03-11,BNT,25447
1953,Taiwan,2022-03-11,°ªºÝ,4111
1952,Taiwan,2022-03-11,Moderna,84593
1951,Taiwan,2022-03-11,Oxford/AstraZeneca,1300
1950,Taiwan,2022-03-11,ALL,115451
1949,Taiwan,2022-03-13,BNT,23760
1948,Taiwan,2022-03-13,°ªºÝ,4236
1947,Taiwan,2022-03-13,Moderna,67179
1946,Taiwan,2022-03-13,Oxford/AstraZeneca,740
1945,Taiwan,2022-03-13,ALL,95915
1944,Taiwan,2022-03-14,BNT,24246
1943,Taiwan,2022-03-14,°ªºÝ,5192
1942,Taiwan,2022-03-14,Moderna,42060
1941,Taiwan,2022-03-14,Oxford/AstraZeneca,792
1940,Taiwan,2022-03-14,ALL,72290
1939,Taiwan,2022-03-15,BNT,21695
1938,Taiwan,2022-03-15,°ªºÝ,3299
1937,Taiwan,2022-03-15,Moderna,37367
1936,Taiwan,2022-03-15,Oxford/AstraZeneca,692
1935,Taiwan,2022-03-15,ALL,63053
1934,Taiwan,2022-03-16,BNT,20200
1933,Taiwan,2022-03-16,°ªºÝ,3969
1932,Taiwan,2022-03-16,Moderna,29736
1931,Taiwan,2022-03-16,Oxford/AstraZeneca,862
1930,Taiwan,2022-03-16,ALL,54767
1929,Taiwan,2022-03-17,BNT,24735
1928,Taiwan,2022-03-17,°ªºÝ,3379
